,Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price,Negotiable
7637,Volkswagen,Passat,2014,Saudi,Navy,Semi Full,2.5,Gas,Automatic,Used,262000,Jubail,Negotiable,True
7638,Toyota,Corolla,2020,Saudi,Silver,Semi Full,1.6,Gas,Automatic,Used,11000,Riyadh,63000,False
7639,Toyota,Avanza,2016,Saudi,White,Semi Full,1.5,Gas,Automatic,Used,130000,Al-Ahsa,35000,False
7640,GMC,Yukon,2017,Saudi,Golden,Full,,Gas,Automatic,Used,118,Riyadh,Negotiable,True
7641,Toyota,Hilux,2016,Gulf Arabic,White,Semi Full,,Gas,Manual,Used,320,Besha,Negotiable,True
7642,Chevrolet,Malibu,2021,Saudi,Black,Standard,1.5,Gas,Automatic,Used,24000,Arar,1200,False
7643,Hyundai,Elantra,2018,Saudi,White,Standard,2.0,Gas,Automatic,Used,170000,Al-Jouf,43000,False
7644,Lexus,RX,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,Used,117000,Jeddah,180000,False
7645,Isuzu,D-MAX,2013,Saudi,White,Standard,,Diesel,Manual,Used,137000,Riyadh,55000,False
7646,Genesis,G80,2017,Saudi,Grey,Semi Full,3.8,Gas,Automatic,Used,240000,Jeddah,80000,False
7647,Toyota,Camry,2014,Saudi,White,Standard,,Gas,Automatic,Used,166400,Makkah,35500,False
7648,Ford,Victoria,2011,Other,Blue,Semi Full,4.6,Gas,Automatic,Used,150000,Makkah,38000,False
7649,Hyundai,i10,2013,Saudi,White,Semi Full,,Gas,Automatic,Used,200000,Hail,10000,False
7650,Hyundai,Senta fe,2016,Saudi,Brown,Full,3.3,Gas,Automatic,Used,295000,Dammam,Negotiable,True
7651,Ford,Taurus,2016,Saudi,Black,Standard,3.5,Gas,Automatic,Used,220000,Hafar Al-Batin,Negotiable,True
7652,Kia,Mohave,2009,Saudi,Grey,Full,3.8,Gas,Automatic,Used,113000,Al-Baha,Negotiable,True
7653,Toyota,Land Cruiser Pickup,2001,Saudi,Brown,Full,4.5,Gas,Manual,Used,420,Hail,Negotiable,True
7654,BMW,The M,2015,Saudi,Black,Full,3.0,Gas,Automatic,Used,20000,Jeddah,220000,False
7655,Mercedes,C,2018,Saudi,Silver,Full,2.1,Gas,Automatic,Used,10000,Jeddah,200000,False
7656,Hyundai,Sonata,2017,Saudi,White,Semi Full,4.0,Gas,Automatic,Used,193000,Riyadh,Negotiable,True
7657,Mercedes,S,2015,Saudi,Another Color,Semi Full,4.0,Gas,Automatic,Used,157000,Jeddah,215000,False
7658,Jeep,Grand Cherokee,2013,Gulf Arabic,Black,Full,6.4,Gas,Automatic,Used,136000,Tabouk,85000,False
7659,Mercedes,S,2015,Other,Black,Full,1.6,Gas,Automatic,Used,90000,Riyadh,225000,False
7660,BMW,The 7,2014,Saudi,Golden,Full,,Gas,Automatic,Used,53716,Jeddah,Negotiable,True
7661,Ford,Taurus,2016,Other,White,Full,,Gas,Automatic,Used,200000,Riyadh,57000,False
7662,Toyota,Rav4,2017,Other,White,Standard,,Gas,Automatic,Used,91000,Al-Ahsa,Negotiable,True
7663,Dodge,Charger,2018,Other,Another Color,Full,5.7,Gas,Automatic,Used,59000,Qassim,Negotiable,True
7664,Toyota,Camry,2016,Saudi,White,Full,2.5,Gas,Automatic,Used,300000,Al-Ahsa,50000,False
7665,Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Manual,Used,260000,Dammam,Negotiable,True
7666,HAVAL,H6,2021,Other,Another Color,Full,2.0,Gas,Automatic,Used,1100,Riyadh,83000,False
7667,Ford,Explorer,2010,Saudi,Black,Semi Full,,Gas,Automatic,Used,280611,Riyadh,Negotiable,True
7668,Dodge,Charger,2018,Saudi,Another Color,Full,3.2,Gas,Automatic,Used,99000,Qassim,Negotiable,True
7669,Chevrolet,Impala,2016,Saudi,White,Semi Full,3.6,Gas,Automatic,Used,180000,Qassim,Negotiable,True
7670,Toyota,Corolla,2017,Saudi,Brown,Standard,1.6,Gas,Automatic,Used,157000,Jeddah,47500,False
7671,Lexus,ES,2011,Saudi,Another Color,Full,,Gas,Automatic,Used,282000,Jeddah,53000,False
7672,Toyota,Land Cruiser 70,2015,Saudi,White,Semi Full,,Gas,Manual,Used,176000,Tabouk,Negotiable,True
7673,Hyundai,Elantra,2017,Saudi,Blue,Standard,2.0,Gas,Automatic,Used,140,Riyadh,Negotiable,True
7674,GMC,Sierra,2011,Other,White,Standard,,Gas,Automatic,Used,262000,Riyadh,Negotiable,True
7675,GAC,GS8,2020,Saudi,White,Full,2.0,Gas,Automatic,Used,4900,Riyadh,87000,False
7676,Chevrolet,Tahoe,2013,Saudi,Brown,Semi Full,,Gas,Automatic,Used,200000,Riyadh,55000,False
7677,Kia,Soul,2016,Saudi,Brown,Semi Full,2.0,Gas,Automatic,Used,142000,Riyadh,Negotiable,True
7678,Toyota,Corolla,2012,Other,White,Full,1.6,Gas,Manual,Used,612000,Qassim,Negotiable,True
7679,Toyota,Land Cruiser,2011,Other,White,Full,4.7,Gas,Automatic,Used,382,Abha,Negotiable,True
7680,Ford,Ranger,2015,Saudi,Black,Full,2.5,Gas,Manual,Used,180000,Aseer,Negotiable,True
7681,GMC,Sierra,2015,Saudi,Black,Full,5.3,Gas,Automatic,Used,196,Khobar,75000,False
7682,Toyota,Camry,2015,Saudi,White,Full,2.5,Gas,Automatic,Used,206000,Jeddah,Negotiable,True
7683,Toyota,Yaris,2017,Saudi,White,Semi Full,,Gas,Automatic,Used,179,Qassim,35000,False
7684,Toyota,Land Cruiser Pickup,1983,Saudi,Bronze,Standard,1.5,Gas,Manual,Used,2580,Aseer,15000,False
7685,Toyota,Land Cruiser,2014,Saudi,White,Full,,Gas,Automatic,Used,250000,Riyadh,Negotiable,True
7686,Honda,Odyssey,2016,Saudi,Silver,Semi Full,,Gas,Automatic,Used,290,Al-Baha,Negotiable,True
7687,Toyota,Land Cruiser,2019,Other,White,Full,5.7,Gas,Automatic,Used,12400,Riyadh,265000,False
7688,Kia,Cadenza,2018,Gulf Arabic,Brown,Semi Full,3.3,Gas,Automatic,Used,69000,Dammam,71000,False
7689,Volkswagen,Passat,2014,Saudi,Black,Full,2.5,Gas,Automatic,Used,239,Riyadh,Negotiable,True
7690,Chrysler,C300,2017,Other,Black,Full,5.7,Gas,Automatic,Used,62000,Riyadh,Negotiable,True
7691,Hyundai,Azera,2021,Saudi,White,Standard,3.5,Gas,Automatic,Used,11000,Sakaka,120000,False
7692,Hyundai,Kona,2020,Saudi,Blue,Full,2.0,Gas,Automatic,Used,32000,Riyadh,Negotiable,True
7693,Chevrolet,Tahoe,2010,Saudi,White,Semi Full,,Gas,Automatic,Used,450,Riyadh,Negotiable,True
7694,Mercedes,ALB,1989,Saudi,White,Full,,Diesel,Manual,Used,25000,Al-Medina,Negotiable,True
7695,Ford,Expedition,2003,Other,Oily,Full,,Gas,Automatic,Used,364800,Makkah,11000,False
7696,Nissan,Sentra,2014,Saudi,Grey,Standard,1.4,Gas,Automatic,Used,191000,Al-Medina,22000,False
7697,Mitsubishi,L200,2012,Saudi,White,Semi Full,4.2,Gas,Manual,Used,20000,Jazan,20000,False
7698,Jeep,Grand Cherokee,2015,Saudi,White,Full,5.7,Gas,Automatic,Used,138000,Jeddah,85000,False
7699,GMC,Envoy,2009,Other,Another Color,Standard,,Gas,Automatic,Used,4300,Hafar Al-Batin,Negotiable,True
7700,Lexus,GS,2003,Other,Navy,Full,2.4,Gas,Automatic,Used,500,Al-Medina,Negotiable,True
7701,Daihatsu,Delta,2014,Saudi,White,Full,,Gas,Manual,Used,287000,Jeddah,Negotiable,True
7702,Ford,Marquis,2003,Other,Silver,Standard,,Gas,Automatic,Used,300000,Riyadh,10000,False
7703,BMW,The 7,2014,Gulf Arabic,White,Standard,,Gas,Automatic,Used,182,Jeddah,Negotiable,True
7704,Ford,Victoria,2008,Saudi,Bronze,Standard,1.3,Gas,Automatic,Used,278,Aseer,22000,False
7705,Daihatsu,Delta,2014,Saudi,White,Standard,,Gas,Manual,Used,51000,Jeddah,Negotiable,True
7706,Ford,Victoria,1999,Other,Blue,Full,,Gas,Automatic,Used,300000,Riyadh,Negotiable,True
7707,Mercedes,S,2006,Saudi,White,Full,9.0,Gas,Automatic,Used,280000,Jeddah,58000,False
7708,Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,Used,33000,Al-Medina,40000,False
7709,Chevrolet,Impala,2019,Gulf Arabic,Grey,Standard,,Gas,Automatic,Used,100200,Riyadh,75000,False
7710,Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,Used,62400,Dammam,40000,False
7711,Ford,Marquis,2006,Saudi,Green,Semi Full,,Gas,Automatic,Used,30000,Al-Medina,Negotiable,True
7712,Mercury,Grand Marquis,2008,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,4000000,Jeddah,Negotiable,True
7713,GMC,Yukon,2013,Saudi,Brown,Standard,5.3,Gas,Automatic,Used,107000,Dammam,75000,False
7714,Hyundai,Elantra,2021,Saudi,Grey,Semi Full,,Gas,Automatic,Used,7500,Makkah,1368,False
7715,Nissan,Datsun,2015,Saudi,White,Full,4.2,Gas,Manual,Used,19000,Riyadh,35000,False
7716,Cadillac,XT5,2017,Saudi,Silver,Full,3.6,Gas,Automatic,Used,183000,Riyadh,108000,False
7717,Honda,Accord,2009,Saudi,White,Full,,Gas,Automatic,Used,100,Taef,Negotiable,True
7718,Kia,Carnival,2009,Other,Black,Semi Full,,Gas,Automatic,Used,216908,Riyadh,Negotiable,True
7719,Toyota,Hilux,2017,Saudi,White,Semi Full,,Gas,Manual,Used,124000,Jeddah,64000,False
7720,Toyota,Hilux,2015,Gulf Arabic,Another Color,Full,,Gas,Manual,Used,215,Riyadh,65000,False
7721,Nissan,Sunny,2002,Gulf Arabic,Silver,Standard,1.6,Gas,Automatic,Used,340000,Riyadh,Negotiable,True
7722,Chevrolet,Silverado,2010,Gulf Arabic,Red,Full,5.3,Gas,Automatic,Used,228,Riyadh,29000,False
7723,Toyota,Corolla,2015,Saudi,Blue,Full,1.6,Gas,Automatic,Used,90000,Tabouk,45000,False
7724,Toyota,Corolla,2015,Gulf Arabic,Blue,Full,1.6,Gas,Automatic,Used,90000,Tabouk,45000,False
7725,Chrysler,S300,2011,Other,White,Full,1.3,Gas,Automatic,Used,140000,Aseer,23000,False
7726,Toyota,Land Cruiser,2017,Gulf Arabic,White,Full,,Gas,Automatic,Used,90000,Al-Ahsa,Negotiable,True
7727,Ford,Marquis,2008,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,4000000,Jeddah,Negotiable,True
7728,Toyota,Camry,1998,Other,Grey,Full,,Gas,Automatic,Used,4500000,Yanbu,15000,False
7729,Jeep,Wrangler,2014,Saudi,Another Color,Standard,,Gas,Automatic,Used,150,Riyadh,Negotiable,True
7730,Mazda,CX9,2020,Saudi,White,Full,2.0,Gas,Automatic,Used,9500,Qassim,132000,False
7731,Dodge,Challenger,2012,Saudi,Black,Full,3.6,Gas,Automatic,Used,360000,Jubail,35000,False
7732,JAC,Dyna,2016,Saudi,White,Semi Full,,Diesel,Manual,Used,6000,Riyadh,55000,False
7733,Toyota,Camry,2008,Saudi,Silver,Standard,2.5,Gas,Manual,Used,298000,Riyadh,20000,False
7734,Dodge,Durango,2019,Saudi,White,Standard,,Gas,Automatic,Used,55000,Al-Medina,Negotiable,True
7735,GMC,Yukon,2008,Saudi,Black,Full,7.2,Gas,Automatic,Used,299000,Makkah,30000,False
7736,Ford,Fusion,2012,Saudi,White,Semi Full,,Gas,Automatic,Used,270,Makkah,16500,False
7737,Toyota,Land Cruiser,2006,Gulf Arabic,Golden,Full,,Gas,Automatic,Used,350000,Riyadh,Negotiable,True
7738,GMC,Suburban,1993,Saudi,Another Color,Full,8.0,Gas,Automatic,Used,195,Riyadh,Negotiable,True
7739,Honda,Accord,2010,Saudi,White,Semi Full,2.4,Gas,Automatic,Used,365000,Al-Medina,35000,False
7740,Toyota,Yaris,2017,Saudi,Grey,Semi Full,1.3,Gas,Automatic,Used,41800,Al-Ahsa,Negotiable,True
7741,Nissan,Datsun,1993,Gulf Arabic,White,Semi Full,2.4,Gas,Manual,Used,533000,Hail,Negotiable,True
7742,Lexus,GS,2008,Gulf Arabic,White,Full,4.3,Gas,Automatic,Used,216000,Jazan,Negotiable,True
7743,GMC,Yukon,2007,Saudi,Black,Full,4.7,Gas,Automatic,Used,300000,Makkah,35000,False
7744,Toyota,Camry,2019,Saudi,White,Full,3.5,Gas,Automatic,Used,86000,Dammam,110000,False
7745,Nissan,Patrol,2020,Saudi,White,Standard,4.7,Gas,Automatic,Used,25000,Riyadh,Negotiable,True
7746,Nissan,VTC,2015,Saudi,White,Semi Full,4.8,Gas,Manual,Used,10000,Jeddah,75000,False
7747,Chevrolet,Tahoe,2015,Saudi,Another Color,Semi Full,,Gas,Automatic,Used,237,Jubail,Negotiable,True
7748,Toyota,Innova,2011,Saudi,Another Color,Full,,Gas,Automatic,Used,180000,Dammam,Negotiable,True
7749,Toyota,Corolla,2020,Gulf Arabic,Silver,Full,1.6,Gas,Automatic,Used,15000,Riyadh,75000,False
7750,Kia,Rio,2014,Saudi,Silver,Standard,1.6,Gas,Automatic,Used,141000,Taef,22000,False
7751,Hyundai,Sonata,2012,Saudi,White,,,Gas,Automatic,Used,271800,Dammam,24000,False
7752,Toyota,Prado,2009,Saudi,Golden,Semi Full,,Gas,Automatic,Used,85000,Besha,73000,False
7753,Fiat,500,2020,Gulf Arabic,Black,Full,1.4,Gas,Automatic,Used,7000,Riyadh,115000,False
7754,Toyota,Yaris,2017,Saudi,White,Semi Full,,Gas,Automatic,Used,80000,Hafar Al-Batin,Negotiable,True
7755,Ford,Taurus,2017,Saudi,Silver,Standard,3.5,Gas,Automatic,Used,125000,Khobar,62000,False
7756,Ford,Flex,2010,Other,Black,Standard,,Gas,Automatic,Used,248000,Al-Medina,20000,False
7757,GMC,Yukon,2021,Saudi,Golden,Standard,,Gas,Automatic,Used,2500,Riyadh,Negotiable,True
7758,INFINITI,Q,2017,Saudi,Brown,Semi Full,1.6,Gas,Automatic,Used,144000,Riyadh,95000,False
7759,Ford,Taurus,2019,Saudi,Silver,Standard,2.0,Gas,Automatic,Used,54000,Riyadh,80000,False
7760,Changan,CS75,2020,Saudi,Grey,Full,1.8,Gas,Automatic,Used,44000,Riyadh,58000,False
7761,Genesis,G80,2019,Saudi,White,Full,3.0,Gas,Automatic,Used,52000,Riyadh,130000,False
7762,Toyota,Corolla,2015,Saudi,White,Standard,,Gas,Automatic,Used,312000,Khobar,32000,False
7763,Mazda,6,2016,Saudi,Red,Standard,2.5,Gas,Automatic,Used,127500,Riyadh,Negotiable,True
7764,Chevrolet,Aveo,2004,Saudi,Golden,Semi Full,,Gas,Manual,Used,220000,Riyadh,Negotiable,True
7765,Toyota,Avalon,2021,Saudi,Navy,Semi Full,3.5,Gas,Automatic,Used,18000,Riyadh,Negotiable,True
7766,Mercedes,CLS,2019,Saudi,Red,Semi Full,3.5,Gas,Automatic,Used,25000,Al-Ahsa,300000,False
7767,Mercedes,S,2014,Other,Grey,Full,,Gas,Automatic,Used,179000,Riyadh,169000,False
7768,GMC,Yukon,2005,Saudi,Another Color,Semi Full,5.7,Gas,Automatic,Used,160,Taef,45000,False
7769,Chevrolet,Impala,2018,Saudi,Black,Semi Full,3.6,Gas,Automatic,Used,35000,Taef,85000,False
7770,Hyundai,Tuscani,2015,Saudi,White,Standard,2.0,Gas,Automatic,Used,130,Jeddah,40000,False
7771,Audi,A8,2016,Gulf Arabic,White,Semi Full,,Gas,Automatic,Used,125000,Riyadh,Negotiable,True
7772,Audi,A6,2016,Saudi,Silver,Full,,Gas,Automatic,Used,30000,Riyadh,Negotiable,True
7773,Kia,Rio,2015,Saudi,Red,Semi Full,,Gas,Automatic,Used,220000,Qassim,Negotiable,True
7774,Ford,Victoria,2011,Saudi,Another Color,Full,,Gas,Automatic,Used,280000,Qassim,Negotiable,True
7775,Geely,EC7,2014,Other,White,Standard,1.8,Gas,Manual,Used,74000,Jazan,13000,False
7776,Toyota,Land Cruiser,2018,Saudi,Black,Full,5.7,Gas,Automatic,Used,82000,Riyadh,220000,False
7777,Hyundai,Sonata,2012,Saudi,White,Semi Full,,Gas,Automatic,Used,300,Jeddah,21000,False
7778,Toyota,Corolla,2013,Saudi,Black,Semi Full,,Gas,Manual,Used,250000,Jazan,Negotiable,True
7779,GMC,Acadia,2011,Saudi,Black,Semi Full,3.6,Gas,Automatic,Used,253000,Dammam,20000,False
7780,Dodge,Charger,2012,Saudi,Red,Semi Full,3.6,Gas,Automatic,Used,365000,Dammam,Negotiable,True
7781,Mazda,6,2019,Saudi,White,Full,2.5,Gas,Automatic,Used,50000,Jeddah,90000,False
7782,Jeep,Grand Cherokee,2015,Saudi,Black,Full,5.4,Gas,Automatic,Used,160000,Riyadh,Negotiable,True
7783,Chevrolet,Caprice,2006,Other,Red,Semi Full,1.3,Gas,Automatic,Used,32500,Dammam,Negotiable,True
7784,Toyota,Corolla,2018,Saudi,Brown,Semi Full,1.6,Gas,Automatic,Used,119,Jeddah,36000,False
7785,Toyota,Hiace,2011,Saudi,White,Standard,,Gas,Manual,Used,200,Aseer,Negotiable,True
7786,Mercedes,GLC,2020,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,Used,7000,Riyadh,275000,False
7787,Hyundai,Tucson,2013,Saudi,White,Semi Full,2.0,Gas,Automatic,Used,213000,Makkah,28000,False
7788,Toyota,Land Cruiser,2020,Gulf Arabic,White,Full,4.6,Gas,Automatic,Used,19400,Dammam,215000,False
7789,Toyota,Furniture,2015,Saudi,White,Standard,1.7,Gas,Automatic,Used,147000,Jeddah,65000,False
7790,MG,GS,2016,Saudi,Another Color,Full,1.5,Gas,Automatic,Used,139000,Dammam,42000,False
7791,Chevrolet,Tahoe,2008,Saudi,White,Full,,Gas,Automatic,Used,515984,Jubail,Negotiable,True
7792,Ford,Victoria,2011,Other,Bronze,Full,5.0,Gas,Automatic,Used,300000,Riyadh,Negotiable,True
7793,Toyota,Camry,2013,Saudi,White,Full,,Gas,Automatic,Used,410000,Hafar Al-Batin,40000,False
7794,Mercedes,S,2006,Saudi,Another Color,Full,,Gas,Automatic,Used,245000,Jeddah,Negotiable,True
7795,Toyota,Hilux,2016,Saudi,White,Standard,1.4,Gas,Manual,Used,8700,Riyadh,80000,False
7796,Mitsubishi,Pajero,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,Used,189800,Jeddah,Negotiable,True
7797,Kia,Cadenza,2015,Other,White,Standard,,Gas,Automatic,Used,299,Tabouk,Negotiable,True
7798,GMC,Yukon,2009,Saudi,Black,Semi Full,5.3,Gas,Automatic,Used,465000,Riyadh,Negotiable,True
7799,Mitsubishi,Pajero,2016,Saudi,Another Color,Full,,Gas,Automatic,Used,257000,Riyadh,45000,False
7800,Chevrolet,Tahoe,2008,Other,Black,Full,3.9,Gas,Automatic,Used,300,Aseer,29000,False
7801,Changan,CS75,2020,Saudi,Black,Full,1.8,Gas,Automatic,Used,11000,Dammam,70000,False
7802,Toyota,Hilux,2016,Saudi,White,Full,4.0,Gas,Manual,Used,13200,Hail,Negotiable,True
7803,Toyota,Corolla,2013,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,220000,Jazan,30000,False
7804,Chevrolet,Tahoe,2012,Saudi,Red,Semi Full,,Gas,Automatic,Used,211,Abha,45000,False
7805,Mitsubishi,Pajero,2017,Gulf Arabic,Grey,Semi Full,3.5,Gas,Automatic,Used,129000,Dammam,65000,False
7806,Toyota,Camry,2020,Saudi,Silver,Standard,2.5,Gas,Automatic,Used,20000,Aseer,92000,False
7807,Jeep,Cherokee,2019,Saudi,Grey,Semi Full,,Gas,Automatic,Used,22000,Khobar,Negotiable,True
7808,Hyundai,Sonata,2015,Saudi,White,Standard,2.0,Gas,Automatic,Used,25700,Riyadh,Negotiable,True
7809,BMW,The 4,2016,Saudi,Grey,Full,2.0,Gas,Automatic,Used,110000,Jeddah,120000,False
7810,Chevrolet,Tahoe,2015,Saudi,Brown,Standard,5.3,Gas,Automatic,Used,199000,Dammam,97000,False
7811,Lexus,RX,2017,Other,Black,Full,3.5,Gas,Automatic,Used,81000,Dammam,165000,False
7812,Other,Other,2011,Other,Black,Full,1.8,Gas,Manual,Used,33000,Al-Medina,50000,False
7813,Lexus,LX,2018,Saudi,White,Full,5.7,Gas,Automatic,Used,100000,Qassim,Negotiable,True
7814,Toyota,Land Cruiser,2003,Gulf Arabic,Black,Full,,Gas,Automatic,Used,389265,Riyadh,Negotiable,True
7815,Chevrolet,Malibu,2013,Gulf Arabic,Grey,Semi Full,6.0,Gas,Manual,Used,200000,Jeddah,Negotiable,True
7816,Toyota,Camry,2018,Saudi,Silver,Full,,Gas,Automatic,Used,150000,Jazan,95000,False
7817,Mitsubishi,Lancer,2016,Saudi,Red,Standard,1.6,Gas,Automatic,Used,18000,Jeddah,39000,False
7818,Toyota,Echo,2004,Saudi,Silver,Standard,1.6,Gas,Manual,Used,400000,Riyadh,Negotiable,True
7819,Toyota,Ciocca,2012,Saudi,White,Semi Full,5.7,Gas,Automatic,Used,268000,Arar,Negotiable,True
7820,Hyundai,H1,2016,Saudi,White,Standard,2.4,Gas,Automatic,Used,125000,Qassim,Negotiable,True
7821,Kia,Sportage,2018,Saudi,White,Semi Full,2.0,Gas,Automatic,Used,128000,Dammam,60000,False
7822,Hyundai,Elantra,2015,Other,Blue,Standard,,Gas,Automatic,Used,300,Riyadh,25000,False
7823,Jeep,Wrangler,2020,Gulf Arabic,Black,Semi Full,3.6,Gas,Automatic,Used,4000,Dammam,190000,False
7824,Hyundai,Sonata,2020,Saudi,Grey,Standard,,Gas,Automatic,Used,100,Jeddah,72910,False
7825,Hyundai,Sonata,2020,Saudi,Red,Standard,,Gas,Automatic,Used,100,Jeddah,72910,False
7826,Hyundai,Sonata,2020,Saudi,Silver,Standard,2.5,Gas,Automatic,Used,100,Jeddah,72910,False
7827,Audi,Q5,2012,Saudi,Grey,Full,,Gas,Automatic,Used,339,Jeddah,31000,False
7828,Mercedes,SEL,1986,Saudi,Silver,Full,3.0,Gas,Automatic,Used,500000,Tabouk,5500,False
7829,Toyota,Yaris,2018,Saudi,White,Standard,1.5,Gas,Automatic,Used,100000,Riyadh,850,False
7830,Chevrolet,Malibu,2015,Saudi,Navy,Full,,Gas,Automatic,Used,121000,Riyadh,17000,False
7831,Toyota,Hilux,2016,Saudi,White,Full,,Gas,Manual,Used,280,Riyadh,Negotiable,True
7832,Toyota,Land Cruiser Pickup,2016,Gulf Arabic,Brown,Full,,Gas,Manual,Used,94000,Riyadh,Negotiable,True
7833,Ford,Marquis,2008,Other,Blue,Full,9.0,Gas,Automatic,Used,115,Riyadh,17000,False
7834,Hyundai,Azera,2021,Saudi,Bronze,Standard,3.5,Gas,Automatic,Used,9000,Riyadh,122000,False
7835,Ford,Edge,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,60000,Al-Medina,85000,False
7836,Nissan,Sunny,2016,Saudi,Another Color,Standard,1.5,Gas,Automatic,Used,146000,Riyadh,20000,False
7837,Chrysler,C300,2012,Saudi,White,Full,6.3,Gas,Automatic,Used,193000,Aseer,Negotiable,True
7838,Kia,Optima,2018,Saudi,White,Semi Full,2.4,Gas,Automatic,Used,187000,Tabouk,Negotiable,True
7839,Chevrolet,Suburban,2001,Other,Golden,Semi Full,3.8,Gas,Automatic,Used,290000,Jeddah,Negotiable,True
7840,Toyota,Land Cruiser 70,2019,Gulf Arabic,White,Semi Full,1.7,Gas,Manual,Used,29000,Tabouk,Negotiable,True
7841,Dodge,Challenger,2013,Saudi,Black,Full,5.7,Gas,Automatic,Used,173,Jeddah,38000,False
7842,Land Rover,Range Rover,2016,Saudi,Bronze,Full,4.0,Gas,Automatic,Used,213,Riyadh,Negotiable,True
7843,GMC,Yukon,2015,Other,Grey,Full,,Gas,Automatic,Used,130000,Makkah,128000,False
7844,Kia,Sportage,2019,Saudi,Red,Semi Full,1.6,Gas,Automatic,Used,57000,Jeddah,75000,False
7845,BMW,The 7,2017,Gulf Arabic,White,Full,,Gas,Automatic,Used,51000,Dammam,Negotiable,True
7846,MINI,Copper,1998,Saudi,Orange,Full,,Gas,Manual,Used,900000,Qassim,40000,False
7847,Hyundai,Elantra,2016,Saudi,Bronze,Full,2.0,Gas,Automatic,Used,245000,Riyadh,Negotiable,True
7848,Ford,Expedition,2013,Saudi,White,Semi Full,5.4,Gas,Automatic,Used,277000,Riyadh,Negotiable,True
7849,Hyundai,Senta fe,2013,Saudi,White,Full,3.3,Gas,Automatic,Used,196000,Al-Baha,39000,False
7850,Kia,Optima,2013,Saudi,Black,Semi Full,4.0,Gas,Automatic,Used,146980,Al-Ahsa,Negotiable,True
7851,Kia,Cerato,2014,Saudi,Silver,Standard,1.6,Gas,Automatic,Used,160000,Dammam,24000,False
7852,Nissan,Armada,2010,Saudi,Black,Full,8.0,Gas,Automatic,Used,141000,Dammam,Negotiable,True
7853,Chevrolet,Tahoe,2011,Other,Black,Full,,Gas,Automatic,Used,165000,Riyadh,Negotiable,True
7854,Geely,EC8,2014,Saudi,Silver,Semi Full,2.5,Gas,Manual,Used,180000,Dammam,Negotiable,True
7855,HAVAL,H9,2021,Other,Black,Full,,Gas,Automatic,Used,20000,Riyadh,Negotiable,True
7856,Chevrolet,Malibu,2013,Saudi,White,Full,3.5,Gas,Automatic,Used,185000,Riyadh,Negotiable,True
7857,Porsche,Panamera,2014,Gulf Arabic,Red,Full,3.0,Gas,Automatic,Used,53000,Riyadh,Negotiable,True
7858,Toyota,Land Cruiser Pickup,2016,Saudi,Bronze,Semi Full,4.6,Gas,Manual,Used,284,Riyadh,Negotiable,True
7859,Ford,Marquis,2011,Other,Silver,Full,4.0,Gas,Automatic,Used,327000,Al-Medina,26000,False
7860,Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,Used,110,Riyadh,Negotiable,True
7861,Peugeot,307,2007,Saudi,Black,Standard,1.6,Gas,Manual,Used,75500,Riyadh,11000,False
7862,Toyota,Innova,2014,Saudi,White,Standard,,Gas,Automatic,Used,390861,Dammam,Negotiable,True
7863,Toyota,Camry,2002,Gulf Arabic,Silver,Semi Full,4.0,Gas,Automatic,Used,20000,Qassim,15000,False
7864,Toyota,Innova,2015,Saudi,Another Color,Full,,Gas,Automatic,Used,322000,Qassim,Negotiable,True
7865,Hyundai,Sonata,2011,Saudi,Silver,Standard,1.6,Gas,Automatic,Used,258,Riyadh,Negotiable,True
7866,MG,ZS,2021,Saudi,Blue,Standard,1.5,Gas,Automatic,Used,600,Dammam,51000,False
7867,Ford,Edge,2013,Other,Silver,Standard,,Gas,Automatic,Used,276,Riyadh,Negotiable,True
7868,Ford,Expedition,2014,Saudi,Black,Semi Full,5.4,Gas,Automatic,Used,108000,Jazan,60000,False
7869,Hyundai,Elantra,2019,Saudi,Grey,Standard,2.0,Gas,Automatic,Used,89000,Jeddah,993,False
7870,GMC,Sierra,2008,Saudi,White,Standard,,Gas,Automatic,Used,194,Dammam,39500,False
7871,Toyota,Rav4,2015,Other,Silver,Standard,2.5,Gas,Automatic,Used,126,Riyadh,Negotiable,True
7872,Chevrolet,Caprice,2013,Saudi,Black,Standard,,Gas,Automatic,Used,190000,Riyadh,39000,False
7873,GMC,Yukon,2017,Saudi,Black,Standard,,Gas,Automatic,Used,20000,Riyadh,Negotiable,True
7874,Chevrolet,Suburban,1997,Other,Green,Semi Full,5.6,Gas,Automatic,Used,364627,Hail,Negotiable,True
